treaty_code,public_good,common_good 
III-1,0,0
III-1,0,0
III-1,0,0
III-1,0,0
III-1,0,0
III-1,0,0
III-1,0,0
III-1,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-10,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-11,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-12,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-13,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-1,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
III-2-11,0,0
